Generations,Popsize,Neutral,Deleterious,Beneficial
5213,11448,9416,8963,1348
5214,11454,9387,8916,1342
5215,11377,9447,8923,1366
5216,11452,9460,8892,1372
5217,11392,9403,8874,1381
5218,11475,9476,8954,1362
5219,11311,9440,8854,1354
5220,11305,9380,8807,1329
5221,11251,9357,8786,1336
5222,11442,9296,8818,1338
5223,11376,9308,8848,1345
5224,11403,9351,8858,1347
5225,11440,9401,8847,1349
5226,11349,9382,8819,1353
5227,11416,9384,8794,1353
5228,11333,9317,8744,1361
5229,11386,9357,8762,1354
5230,11552,9385,8758,1342
5231,11445,9384,8811,1346
5232,11396,9421,8801,1362
5233,11302,9415,8806,1345
5234,11269,9415,8792,1323
5235,11248,9358,8768,1322
5236,11519,9321,8809,1330
5237,11391,9380,8812,1332
5238,11396,9434,8813,1343
5239,11420,9457,8860,1330
5240,11436,9424,8882,1331
5241,11369,9415,8919,1322
5242,11445,9455,8933,1315
5243,11577,9472,8903,1322
5244,11332,9417,8899,1320
5245,11367,9398,8874,1307
5246,11393,9391,8853,1315
5247,11430,9390,8891,1297
5248,11445,9359,8954,1296
5249,11441,9385,8982,1279
5250,11502,9440,8927,1279
5251,11300,9379,8922,1277
5252,11330,9336,8908,1280
5253,11485,9374,8931,1285
5254,11391,9387,8866,1295
5255,11368,9431,8862,1328
5256,11389,9423,8876,1325
5257,11454,9445,8889,1317
5258,11433,9446,8832,1309
5259,11393,9383,8871,1312
5260,11368,9402,8861,1314
5261,11419,9456,8855,1314
5262,11371,9400,8877,1306
5263,11516,9457,8891,1320
5264,11423,9430,8894,1337
5265,11538,9427,8909,1335
5266,11524,9427,8914,1323
5267,11462,9401,8934,1325
5268,11438,9404,8942,1349
5269,11243,9410,8902,1333
5270,11496,9437,8961,1342
5271,11472,9420,8959,1316
5272,11356,9469,8934,1314
5273,11397,9500,8932,1324
5274,11408,9435,8933,1307
5275,11413,9408,8940,1310
5276,11394,9376,8897,1323
5277,11328,9383,8895,1330
5278,11388,9425,8931,1337
5279,11392,9425,8935,1327
5280,11427,9422,8925,1329
5281,11458,9491,8928,1329
5282,11437,9521,8955,1311
5283,11405,9519,8973,1314
5284,11407,9482,8955,1312
5285,11478,9552,9029,1312
5286,11358,9577,8974,1296
5287,11526,9598,9043,1299
5288,11322,9521,8992,1297
5289,11492,9483,8998,1295
5290,11548,9494,8992,1305
5291,11358,9457,8982,1307
5292,11407,9443,8874,1316
5293,11486,9429,8906,1328
5294,11417,9429,8798,1334
5295,11478,9494,8861,1347
5296,11363,9453,8845,1348
5297,11434,9483,8859,1356
5298,11567,9509,8899,1347
5299,11316,9499,8836,1334
5300,11490,9548,8829,1347
5301,11448,9459,8845,1359
5302,11439,9443,8922,1352
5303,11394,9423,8920,1343
5304,11439,9427,8910,1350
5305,11412,9388,8873,1331
5306,11404,9419,8919,1339
5307,11378,9450,8918,1333
5308,11422,9448,8913,1338
5309,11447,9489,8898,1354
5310,11465,9481,8889,1352
5311,11545,9527,8938,1361
5312,11494,9519,8960,1356
5313,11398,9485,8962,1340
5314,11421,9471,8926,1326
5315,11547,9560,8963,1331
5316,11331,9572,8880,1345
5317,11354,9568,8982,1357
5318,11506,9554,8929,1352
5319,11422,9496,8886,1355
5320,11368,9476,8882,1367
5321,11476,9436,8862,1356
5322,11427,9388,8863,1338
5323,11572,9371,8849,1338
5324,11548,9389,8901,1351
5325,11470,9351,8857,1350
5326,11412,9363,8863,1355
5327,11418,9386,8878,1353
5328,11593,9490,8910,1344
5329,11404,9472,8919,1331
5330,11511,9496,8916,1336
5331,11460,9508,8977,1341
5332,11465,9513,8995,1337
5333,11221,9498,8990,1345
5334,11497,9535,9012,1341
5335,11372,9442,8973,1346
5336,11419,9470,8960,1354
5337,11398,9509,8931,1373
5338,11380,9518,8891,1365
5339,11441,9471,8958,1355
5340,11545,9551,9016,1351
5341,11508,9500,8968,1356
5342,11470,9497,8949,1368
5343,11459,9513,8940,1367
5344,11429,9482,8910,1353
5345,11393,9451,8892,1344
5346,11473,9485,8972,1342
5347,11463,9468,8961,1351
5348,11438,9467,8996,1363
5349,11416,9519,8955,1371
5350,11496,9502,8903,1358
5351,11526,9449,8935,1366
5352,11407,9486,8937,1357
5353,11499,9525,8961,1350
5354,11502,9459,8961,1343
5355,11441,9485,8979,1348
5356,11370,9524,8959,1346
5357,11467,9478,8931,1343
5358,11456,9481,8933,1338
5359,11546,9527,8955,1343
5360,11572,9584,8972,1352
5361,11449,9528,8986,1367
5362,11566,9529,9037,1375
5363,11635,9512,9029,1362
5364,11345,9470,8980,1355
5365,11576,9520,9033,1368
5366,11424,9514,9012,1374
5367,11416,9524,9060,1365
5368,11407,9519,9024,1368
5369,11527,9550,9055,1384
5370,11437,9507,9062,1377
5371,11502,9509,9102,1365
5372,11532,9545,9085,1353
5373,11371,9560,9095,1348
5374,11339,9547,9154,1351
5375,11528,9566,9161,1356
5376,11386,9581,9138,1373
5377,11617,9571,9193,1372
5378,11500,9563,9203,1360
5379,11516,9597,9150,1350
5380,11506,9545,9148,1351
5381,11525,9553,9160,1365
5382,11540,9617,9193,1368
5383,11493,9618,9133,1329
5384,11504,9596,9171,1335
5385,11572,9605,9181,1322
5386,11478,9650,9150,1308
5387,11434,9609,9176,1311
5388,11503,9574,9230,1321
5389,11375,9571,9240,1318
5390,11372,9587,9228,1342
5391,11455,9614,9223,1346
5392,11444,9593,9254,1353
5393,11480,9572,9273,1364
5394,11451,9542,9253,1357
5395,11508,9516,9241,1346
5396,11451,9549,9202,1349
5397,11535,9543,9222,1338
5398,11472,9558,9247,1333
5399,11447,9529,9238,1307
5400,11513,9570,9240,1319
5401,11535,9592,9215,1319
5402,11674,9579,9272,1326
5403,11483,9507,9291,1313
5404,11550,9561,9258,1307
5405,11376,9550,9202,1295
5406,11403,9555,9189,1308
5407,11444,9595,9162,1290
5408,11530,9594,9202,1308
5409,11538,9573,9171,1318
5410,11601,9549,9137,1305
5411,11410,9484,9103,1297
5412,11536,9527,9126,1297
5413,11551,9515,9159,1291
5414,11783,9540,9226,1282
5415,11549,9520,9222,1279
5416,11397,9527,9200,1276
5417,11409,9445,9210,1281
5418,11544,9506,9243,1298
5419,11613,9514,9261,1297
5420,11592,9505,9301,1299
5421,11496,9515,9276,1305
5422,11425,9546,9258,1300
5423,11644,9586,9257,1323
5424,11537,9619,9231,1315
5425,11505,9583,9178,1311
5426,11598,9563,9240,1312
5427,11561,9558,9217,1300
5428,11462,9581,9187,1300
5429,11485,9550,9192,1314
5430,11505,9561,9168,1301
5431,11488,9528,9158,1273
5432,11493,9510,9155,1275
5433,11449,9430,9167,1280
5434,11585,9505,9148,1259
5435,11526,9546,9173,1252
5436,11405,9550,9154,1267
5437,11411,9516,9074,1276
5438,11572,9463,9134,1281
5439,11586,9485,9155,1288
5440,11590,9464,9183,1276
5441,11474,9479,9202,1266
5442,11488,9512,9221,1293
5443,11459,9548,9225,1293
5444,11463,9472,9170,1281
5445,11537,9475,9139,1301
5446,11555,9514,9150,1280
5447,11583,9548,9158,1297
5448,11498,9511,9136,1313
5449,11446,9483,9097,1306
5450,11512,9468,9114,1304
5451,11600,9478,9152,1302
5452,11450,9402,9152,1291
5453,11527,9423,9178,1299
5454,11425,9437,9137,1317
5455,11517,9440,9159,1337
5456,11513,9474,9142,1335
5457,11407,9470,9125,1330
5458,11537,9533,9179,1318
5459,11630,9564,9210,1330
5460,11477,9555,9198,1324
5461,11445,9532,9211,1335
5462,11449,9541,9197,1321
5463,11526,9560,9190,1343
5464,11538,9562,9244,1344
5465,11559,9553,9263,1345
5466,11686,9532,9223,1346
5467,11467,9519,9165,1336
5468,11511,9541,9144,1335
5469,11602,9584,9174,1337
5470,11634,9599,9187,1348
5471,11456,9540,9156,1365
5472,11618,9562,9165,1356
5473,11623,9607,9176,1364
5474,11668,9614,9202,1382
5475,11508,9646,9155,1370
5476,11590,9605,9147,1371
5477,11567,9614,9201,1373
5478,11638,9616,9175,1359
5479,11498,9644,9158,1344
5480,11523,9625,9091,1361
5481,11580,9626,9106,1370
5482,11471,9579,9085,1355
5483,11503,9634,9128,1370
5484,11549,9660,9147,1366
5485,11509,9687,9131,1349
5486,11504,9693,9147,1353
5487,11598,9740,9145,1361
5488,11513,9704,9183,1394
5489,11595,9721,9239,1403
5490,11534,9674,9220,1394
5491,11619,9633,9259,1384
5492,11586,9596,9182,1384
5493,11599,9612,9206,1370
5494,11617,9531,9167,1359
5495,11528,9584,9174,1351
5496,11429,9520,9164,1342
5497,11599,9580,9148,1356
5498,11565,9577,9125,1372
5499,11672,9538,9132,1366
5500,11658,9521,9203,1361
5501,11517,9584,9154,1361
5502,11518,9587,9168,1354
5503,11645,9575,9237,1348
5504,11485,9543,9236,1345
5505,11505,9531,9239,1332
5506,11613,9568,9215,1318
5507,11457,9570,9147,1328
5508,11455,9572,9174,1328
5509,11665,9617,9211,1338
5510,11554,9630,9224,1346
5511,11544,9614,9195,1366
5512,11420,9558,9238,1363
5513,11617,9571,9268,1369
5514,11638,9586,9258,1375
5515,11598,9637,9320,1366
5516,11598,9630,9355,1366
5517,11669,9631,9317,1341
5518,11632,9682,9307,1340
5519,11517,9713,9299,1340
5520,11671,9694,9295,1355
5521,11664,9705,9336,1361
5522,11555,9670,9231,1377
5523,11448,9623,9276,1365
5524,11641,9654,9245,1368
5525,11512,9717,9218,1352
5526,11456,9731,9156,1384
5527,11560,9721,9210,1381
5528,11583,9634,9200,1377
5529,11588,9620,9114,1380
5530,11550,9589,9075,1371
5531,11567,9616,9057,1363
5532,11588,9638,9048,1364
5533,11671,9587,9074,1376
5534,11551,9599,9070,1381
5535,11544,9614,9060,1380
5536,11513,9645,9057,1380
5537,11555,9648,9079,1364
5538,11678,9708,9135,1342
5539,11648,9625,9095,1336
5540,11708,9571,9105,1346
5541,11644,9622,9142,1349
5542,11597,9574,9119,1347
5543,11691,9611,9164,1338
5544,11618,9610,9200,1332
5545,11550,9566,9197,1331
5546,11485,9566,9131,1330
5547,11507,9563,9125,1329
5548,11520,9523,9065,1336
5549,11625,9545,9095,1344
5550,11527,9483,9079,1363
5551,11684,9576,9086,1347
5552,11527,9512,9045,1336
5553,11697,9549,9075,1327
5554,11651,9579,9130,1331
5555,11692,9601,9175,1331
5556,11667,9591,9154,1337
5557,11642,9543,9097,1329
5558,11753,9596,9141,1329
5559,11601,9603,9136,1328
5560,11705,9586,9124,1329
5561,11640,9540,9049,1333
5562,11677,9512,9093,1346
5563,11736,9526,9117,1354
5564,11569,9473,9027,1350
5565,11631,9530,9055,1351
5566,11547,9536,9016,1356
5567,11636,9516,9026,1344
5568,11596,9480,9010,1346
5569,11577,9538,9011,1361
5570,11517,9547,9099,1344
5571,11496,9567,9101,1363
5572,11448,9578,9099,1371
5573,11548,9563,9083,1357
5574,11523,9577,9083,1372
5575,11626,9580,9088,1378
5576,11548,9543,9101,1380
5577,11742,9572,9146,1371
5578,11705,9552,9082,1359
5579,11614,9562,9013,1376
5580,11496,9586,8991,1367
5581,11636,9651,9003,1359
5582,11661,9715,9065,1366
5583,11595,9703,9077,1380
5584,11667,9660,9093,1375
5585,11596,9654,9122,1361
5586,11531,9642,9084,1365
5587,11588,9635,9081,1367
5588,11534,9568,9022,1364
5589,11555,9599,8979,1366
5590,11666,9625,9086,1370
5591,11683,9628,9146,1377
5592,11530,9601,9115,1363
5593,11574,9695,9103,1358
5594,11552,9610,9076,1347
5595,11691,9624,9115,1368
5596,11473,9603,9075,1359
5597,11477,9613,9104,1363
5598,11522,9623,9062,1367
5599,11443,9583,9038,1376
5600,11749,9678,9105,1386
5601,11526,9612,9029,1373
5602,11704,9664,9091,1382
5603,11591,9620,9029,1378
5604,11483,9621,9014,1378
5605,11634,9576,9018,1377
5606,11550,9568,9025,1380
5607,11585,9585,9036,1364
5608,11724,9626,9048,1378
5609,11725,9702,9048,1385
5610,11721,9730,9075,1378
5611,11745,9786,9144,1374
5612,11567,9777,9102,1372
5613,11736,9801,9130,1366
5614,11632,9738,9102,1351
5615,11646,9708,9073,1341
5616,11608,9654,9017,1354
5617,11554,9663,9090,1362
5618,11571,9672,9051,1362
5619,11567,9634,9059,1377
5620,11684,9662,9091,1400
5621,11658,9646,9126,1367
5622,11647,9704,9177,1353
5623,11548,9641,9162,1359
5624,11719,9712,9192,1373
5625,11625,9656,9128,1358
5626,11600,9686,9079,1357
5627,11569,9665,9045,1366
5628,11718,9684,9057,1355
5629,11609,9634,9103,1345
5630,11509,9625,9047,1345
5631,11515,9632,9074,1340
5632,11746,9615,9080,1350
5633,11461,9640,8998,1351
5634,11631,9649,9012,1349
5635,11625,9615,9050,1356
5636,11606,9614,8984,1340
5637,11673,9645,9057,1344
5638,11596,9616,9062,1351
5639,11573,9651,9024,1348
5640,11667,9665,9065,1344
5641,11725,9695,9128,1327
5642,11541,9724,9150,1337
5643,11725,9705,9192,1356
5644,11620,9694,9120,1339
5645,11725,9675,9109,1332
5646,11716,9678,9159,1365
5647,11586,9679,9135,1352
5648,11574,9650,9109,1357
5649,11678,9670,9134,1359
5650,11750,9721,9167,1343
5651,11666,9708,9148,1349
5652,11621,9661,9135,1344
5653,11507,9649,9153,1355
5654,11625,9712,9122,1359
5655,11678,9692,9151,1350
5656,11698,9718,9200,1343
5657,11666,9747,9214,1348
5658,11428,9690,9157,1365
5659,11816,9812,9247,1383
5660,11679,9804,9246,1393
5661,11503,9818,9194,1382
5662,11712,9794,9273,1377
5663,11765,9796,9307,1368
5664,11654,9829,9354,1392
5665,11555,9801,9259,1389
5666,11722,9837,9277,1387
5667,11695,9865,9297,1378
5668,11623,9881,9286,1371
5669,11678,9845,9283,1378
5670,11697,9905,9362,1384
5671,11699,9872,9335,1388
5672,11586,9867,9294,1387
5673,11733,9888,9285,1369
5674,11564,9822,9241,1374
5675,11676,9786,9249,1374
5676,11523,9813,9284,1376
5677,11627,9852,9287,1383
5678,11631,9847,9243,1379
5679,11736,9841,9233,1370
5680,11627,9827,9276,1390
5681,11689,9891,9322,1390
5682,11579,9854,9281,1403
5683,11632,9860,9363,1389
5684,11615,9870,9383,1383
5685,11820,9877,9471,1385
5686,11728,9802,9444,1394
5687,11606,9808,9370,1387
5688,11557,9806,9356,1393
5689,11644,9794,9390,1396
5690,11690,9786,9436,1395
5691,11611,9770,9387,1394
5692,11650,9818,9397,1395
5693,11639,9819,9425,1397
5694,11731,9846,9436,1395
5695,11599,9808,9418,1389
5696,11680,9850,9443,1375
5697,11627,9887,9416,1384
5698,11616,9899,9427,1402
5699,11720,9861,9443,1389
5700,11602,9852,9411,1387
5701,11664,9854,9380,1398
5702,11700,9878,9409,1409
5703,11620,9855,9443,1397
5704,11685,9867,9454,1383
5705,11616,9843,9435,1390
5706,11531,9821,9352,1377
5707,11703,9829,9342,1375
5708,11562,9824,9367,1371
5709,11699,9848,9451,1383
5710,11582,9814,9435,1385
5711,11867,9875,9501,1390
5712,11671,9888,9500,1401
5713,11734,9909,9509,1412
5714,11832,9902,9545,1409
5715,11654,9879,9530,1421
5716,11710,9833,9573,1408
5717,11673,9893,9594,1415
5718,11696,9810,9581,1420
5719,11780,9883,9539,1386
5720,11926,9847,9599,1398
5721,11731,9843,9500,1400
5722,11606,9903,9472,1396
5723,11642,9904,9478,1378
5724,11667,9882,9465,1368
5725,11663,9891,9451,1377
5726,11629,9844,9377,1380
5727,11634,9844,9450,1393
5728,11689,9769,9460,1394
5729,11730,9801,9488,1404
5730,11648,9764,9398,1393
5731,11529,9721,9364,1402
5732,11780,9713,9370,1408
5733,11705,9759,9289,1402
5734,11696,9782,9331,1373
5735,11717,9762,9309,1369
5736,11727,9742,9304,1378
5737,11686,9762,9252,1368
5738,11675,9734,9268,1359
5739,11803,9746,9317,1337
5740,11681,9738,9299,1345
5741,11667,9703,9302,1335
5742,11712,9702,9338,1333
5743,11723,9686,9327,1351
5744,11657,9653,9298,1359
5745,11769,9620,9291,1337
5746,11721,9620,9320,1347
5747,11792,9639,9289,1317
5748,11864,9621,9317,1334
5749,11738,9643,9340,1326
5750,11752,9613,9332,1335
5751,11621,9650,9304,1339
5752,11549,9633,9232,1325
5753,11784,9643,9297,1324
5754,11711,9638,9303,1330
5755,11568,9597,9221,1325
5756,11714,9719,9230,1329
5757,11843,9762,9267,1315
5758,11783,9760,9279,1314
5759,11663,9770,9280,1310
5760,11616,9728,9234,1319
5761,11876,9753,9277,1322
5762,11766,9749,9255,1332
5763,11800,9766,9250,1323
5764,11719,9788,9270,1338
5765,11637,9856,9276,1347
5766,11671,9807,9261,1331
5767,11676,9845,9238,1349
5768,11690,9855,9235,1350
5769,11755,9868,9287,1335
5770,11829,9871,9304,1341
5771,11744,9876,9285,1353
5772,11687,9815,9282,1354
5773,11685,9795,9263,1370
5774,11793,9867,9304,1383
5775,11586,9839,9241,1387
5776,11775,9857,9265,1373
5777,11719,9890,9242,1374
5778,11764,9883,9275,1379
5779,11534,9825,9265,1361
5780,11683,9835,9273,1369
5781,11624,9810,9302,1372
5782,11713,9791,9251,1368
5783,11738,9774,9278,1373
5784,11811,9764,9282,1373
5785,11858,9783,9271,1368
5786,11702,9738,9212,1351
5787,11768,9712,9214,1367
5788,11815,9706,9265,1349
5789,11807,9715,9241,1357
5790,11879,9748,9312,1369
5791,11732,9739,9283,1357
5792,11691,9747,9317,1369
5793,11712,9779,9295,1388
5794,11699,9769,9349,1390
5795,11788,9764,9343,1396
5796,11741,9817,9335,1397
5797,11768,9817,9306,1403
5798,11652,9771,9250,1391
5799,11830,9780,9300,1388
5800,11716,9727,9278,1376
5801,11698,9708,9275,1372
5802,11853,9672,9315,1379
5803,11642,9675,9289,1368
5804,11793,9686,9293,1378
5805,11608,9704,9288,1400
5806,11689,9811,9340,1399
5807,11698,9768,9320,1397
5808,11734,9790,9328,1392
5809,11669,9728,9328,1393
5810,11648,9744,9320,1381
5811,11712,9720,9382,1372
5812,11793,9752,9430,1363
5813,11739,9733,9403,1354
5814,11767,9746,9414,1358
5815,11659,9700,9394,1382
5816,11805,9777,9421,1387
5817,11753,9733,9445,1386
5818,11677,9698,9421,1389
5819,11831,9678,9410,1404
5820,11786,9707,9335,1411
5821,11658,9659,9399,1395
5822,11785,9670,9423,1390
5823,11795,9616,9429,1390
5824,11646,9647,9396,1397
5825,11817,9696,9426,1420
5826,11661,9661,9412,1408
5827,11766,9697,9481,1390
5828,11625,9698,9462,1391
5829,11778,9696,9448,1391
5830,11749,9758,9495,1402
5831,11599,9739,9450,1398
5832,11820,9741,9481,1395
5833,11804,9731,9538,1400
5834,11745,9739,9521,1386
5835,11676,9716,9467,1382
5836,11666,9706,9435,1385
5837,11815,9695,9425,1419
5838,11732,9668,9414,1405
5839,11865,9735,9422,1390
5840,11684,9748,9398,1386
5841,11781,9746,9355,1395
5842,11735,9739,9395,1381
5843,11879,9767,9442,1381
5844,11747,9739,9437,1401
5845,11768,9728,9422,1407
5846,11725,9720,9361,1423
5847,11852,9704,9384,1431
5848,11753,9661,9347,1447
5849,11804,9696,9317,1427
5850,11765,9699,9344,1418
5851,11784,9652,9365,1429
5852,11760,9662,9317,1434
5853,11866,9678,9351,1429
5854,11789,9703,9379,1424
5855,11820,9695,9346,1405
5856,11834,9724,9389,1405
5857,11684,9715,9407,1411
5858,11707,9727,9375,1401
5859,11725,9657,9368,1421
5860,11891,9716,9461,1422
5861,11881,9699,9420,1412
5862,11774,9709,9393,1390
5863,11797,9751,9414,1386
5864,11664,9774,9386,1403
5865,11734,9740,9387,1409
5866,11798,9755,9382,1418
5867,11825,9763,9399,1441
5868,11768,9694,9356,1416
5869,11745,9701,9401,1434
5870,11776,9665,9425,1431
5871,11707,9681,9381,1433
5872,11800,9709,9333,1426
5873,11677,9632,9296,1441
5874,11716,9633,9271,1453
5875,11781,9624,9353,1444
5876,11884,9621,9344,1421
5877,11914,9734,9340,1429
5878,11767,9716,9333,1424
5879,11763,9670,9383,1421
5880,11866,9717,9400,1415
5881,11851,9742,9389,1410
5882,11886,9674,9436,1395
5883,11888,9703,9416,1406
5884,11825,9687,9371,1402
5885,11874,9703,9367,1400
5886,11752,9680,9316,1391
5887,11785,9727,9298,1390
5888,11856,9738,9385,1401
5889,11924,9703,9346,1416
5890,11802,9744,9307,1396
5891,12011,9766,9345,1413
5892,11703,9783,9300,1406
5893,11967,9741,9376,1415
5894,11878,9721,9376,1418
5895,11805,9759,9347,1423
5896,11732,9710,9439,1441
5897,11931,9735,9394,1445
5898,11892,9726,9352,1445
5899,11767,9680,9372,1427
5900,11878,9675,9346,1429
5901,11720,9646,9379,1426
5902,11751,9657,9431,1394
5903,11774,9676,9432,1389
5904,11848,9644,9456,1375
5905,11860,9628,9398,1383
5906,11727,9585,9432,1372
5907,11833,9594,9424,1381
5908,11725,9622,9424,1376
5909,11714,9559,9435,1371
5910,11804,9585,9425,1373
5911,11742,9583,9369,1375
5912,11731,9564,9363,1387
5913,11812,9587,9302,1394
5914,11689,9553,9302,1374
5915,11775,9563,9264,1368
5916,11933,9627,9330,1379
5917,11798,9601,9316,1362
5918,11708,9593,9321,1362
5919,11711,9599,9348,1371
5920,11784,9577,9384,1350
5921,11985,9626,9397,1353
5922,11800,9606,9365,1352
5923,11777,9573,9318,1363
5924,11897,9583,9361,1356
5925,11785,9544,9340,1361
5926,11819,9544,9329,1348
5927,11786,9558,9282,1365
5928,11879,9571,9337,1371
5929,11919,9564,9401,1372
5930,11691,9543,9348,1378
5931,11747,9497,9394,1387
5932,11832,9505,9420,1377
5933,11787,9527,9366,1383
5934,11880,9532,9328,1397
5935,11891,9553,9369,1386
5936,11864,9495,9365,1381
5937,11817,9486,9355,1384
5938,11895,9455,9319,1372
5939,11843,9559,9357,1375
5940,11787,9536,9387,1378
5941,11785,9525,9335,1373
5942,11871,9549,9356,1369
5943,11969,9574,9389,1368
5944,11935,9561,9408,1381
5945,11867,9534,9409,1377
5946,11804,9544,9433,1361
5947,11704,9515,9390,1356
5948,11817,9546,9378,1367
5949,11803,9539,9288,1338
5950,11783,9595,9293,1344
5951,11769,9606,9291,1344
5952,11756,9606,9245,1369
5953,11942,9663,9291,1377
5954,11970,9718,9327,1377
5955,11760,9675,9307,1373
5956,11845,9704,9343,1377
5957,11943,9773,9389,1371
5958,11946,9808,9432,1364
5959,11838,9822,9350,1365
5960,11809,9805,9349,1382
5961,11815,9814,9374,1370
5962,11811,9773,9366,1361
5963,11950,9870,9382,1366
5964,11864,9887,9474,1381
5965,11716,9840,9431,1376
5966,11793,9877,9390,1363
5967,11774,9862,9394,1349
5968,11823,9791,9339,1352
5969,11711,9751,9347,1359
5970,11892,9780,9370,1373
5971,11899,9802,9449,1385
5972,11867,9740,9331,1404
5973,11920,9750,9310,1415
5974,11936,9716,9367,1402
5975,11719,9662,9356,1395
5976,11943,9698,9409,1398
5977,11995,9693,9364,1407
5978,11745,9630,9359,1384
5979,11912,9669,9380,1369
5980,11749,9704,9368,1361
5981,11870,9681,9348,1371
5982,11893,9664,9383,1367
5983,11778,9681,9322,1381
5984,11773,9663,9343,1374
5985,11869,9693,9378,1398
5986,11894,9706,9423,1410
5987,11799,9682,9380,1401
5988,11873,9708,9350,1394
5989,11821,9717,9355,1401
5990,11798,9664,9386,1389
5991,11904,9653,9390,1398
5992,11775,9683,9347,1404
5993,11920,9674,9340,1417
5994,11768,9675,9402,1422
5995,11896,9696,9355,1411
5996,11872,9722,9373,1407
5997,11822,9721,9376,1398
5998,11788,9687,9428,1383
5999,11932,9744,9389,1373
6000,11876,9753,9404,1381
6001,11739,9709,9362,1402
6002,11919,9723,9347,1370
6003,11894,9703,9409,1383
6004,11880,9716,9433,1372
6005,11849,9728,9403,1378
6006,11861,9745,9481,1356
6007,11930,9757,9459,1369
6008,11896,9717,9458,1401
6009,11879,9714,9434,1385
6010,11790,9742,9438,1365
6011,11897,9759,9455,1355
6012,11924,9784,9408,1357
