Generations,Popsize,Neutral,Deleterious,Beneficial
4282,10826,8944,8438,1205
4283,10755,8926,8480,1225
4284,10774,8926,8529,1221
4285,10861,8918,8520,1233
4286,11024,8880,8590,1235
4287,10751,8860,8519,1236
4288,10753,8825,8468,1238
4289,10741,8858,8477,1237
4290,10871,8827,8438,1234
4291,10832,8846,8465,1225
4292,10957,8847,8470,1219
4293,10803,8830,8483,1230
4294,10705,8749,8430,1231
4295,10813,8724,8438,1216
4296,10800,8758,8427,1219
4297,10839,8773,8493,1218
4298,10856,8793,8517,1222
4299,10776,8763,8518,1216
4300,10897,8763,8498,1235
4301,10819,8782,8500,1236
4302,10968,8807,8446,1225
4303,10808,8790,8419,1209
4304,10897,8805,8476,1213
4305,10860,8784,8486,1208
4306,10840,8785,8497,1226
4307,10754,8840,8519,1233
4308,10867,8795,8522,1226
4309,10848,8784,8498,1237
4310,10717,8791,8458,1219
4311,10661,8739,8490,1216
4312,10812,8773,8502,1220
4313,10872,8763,8527,1229
4314,10858,8733,8522,1240
4315,10877,8733,8620,1239
4316,10864,8808,8647,1247
4317,10872,8875,8588,1254
4318,10833,8884,8633,1255
4319,10892,8910,8689,1244
4320,10803,8889,8636,1235
4321,10935,8868,8629,1242
4322,10940,8876,8641,1237
4323,10774,8830,8592,1233
4324,10894,8935,8583,1226
4325,10793,8884,8564,1202
4326,10986,8853,8601,1212
4327,10740,8796,8614,1219
4328,10739,8775,8654,1222
4329,10831,8814,8635,1234
4330,10816,8812,8695,1239
4331,10849,8848,8702,1240
4332,10862,8857,8725,1246
4333,10797,8920,8680,1235
4334,10879,8832,8645,1244
4335,10845,8870,8608,1249
4336,10783,8869,8591,1251
4337,10850,8901,8623,1232
4338,10861,8878,8607,1223
4339,10903,8926,8628,1234
4340,10771,8896,8606,1220
4341,10901,8868,8590,1224
4342,10969,8913,8601,1222
4343,10865,8896,8585,1237
4344,10800,8867,8557,1222
4345,10846,8926,8578,1233
4346,10892,8952,8601,1223
4347,10929,8980,8556,1217
4348,10787,8975,8516,1233
4349,10873,8947,8532,1248
4350,10829,8938,8592,1235
4351,10866,8923,8601,1225
4352,10832,8915,8651,1230
4353,10662,8932,8600,1237
4354,10916,8934,8579,1242
4355,10935,8932,8627,1226
4356,10792,8973,8629,1236
4357,10860,8899,8549,1234
4358,10957,8931,8588,1246
4359,10840,8899,8588,1247
4360,10839,8942,8549,1239
4361,10927,8980,8550,1253
4362,10936,9005,8566,1247
4363,10726,9025,8442,1237
4364,10843,8983,8442,1243
4365,10971,8974,8474,1248
4366,10824,8932,8471,1251
4367,10939,8955,8511,1245
4368,10929,8944,8530,1250
4369,10766,8923,8512,1252
4370,10869,8845,8520,1241
4371,10841,8837,8489,1246
4372,10802,8905,8450,1253
4373,10926,8906,8509,1253
4374,11063,8943,8528,1257
4375,10907,8969,8475,1238
4376,10852,9004,8466,1245
4377,10881,8989,8481,1256
4378,10971,8991,8479,1248
4379,10907,9013,8463,1260
4380,10871,8975,8437,1258
4381,10796,8981,8480,1264
4382,10922,9002,8500,1259
4383,10763,9024,8506,1257
4384,10847,9018,8519,1266
4385,10824,9026,8487,1267
4386,10864,9022,8527,1258
4387,10959,9025,8520,1257
4388,10908,8997,8520,1255
4389,10825,9026,8501,1256
4390,10958,9090,8526,1287
4391,10895,9038,8492,1282
4392,10828,9012,8451,1274
4393,10873,9031,8510,1269
4394,10931,8997,8488,1284
4395,10819,8974,8469,1276
4396,10962,8971,8435,1276
4397,10802,8943,8414,1264
4398,11000,9001,8440,1275
4399,10923,8970,8437,1286
4400,10807,8925,8439,1269
4401,10992,8961,8456,1264
4402,10821,8966,8400,1270
4403,10970,8983,8418,1264
4404,10915,9000,8427,1257
4405,10902,8956,8406,1266
4406,10855,8919,8389,1273
4407,10949,9009,8448,1261
4408,10888,8983,8400,1268
4409,10811,8981,8419,1268
4410,10926,9009,8489,1246
4411,10883,8957,8499,1246
4412,10832,8904,8482,1248
4413,11060,8962,8447,1263
4414,10865,8945,8431,1270
4415,10925,9013,8416,1261
4416,10818,8984,8406,1263
4417,10921,8983,8467,1264
4418,10806,8935,8458,1267
4419,10997,8974,8513,1274
4420,10869,8973,8518,1270
4421,10933,9003,8556,1275
4422,10969,9050,8613,1277
4423,10896,9059,8625,1267
4424,10916,9031,8550,1270
4425,10980,9025,8573,1272
4426,10897,8961,8547,1259
4427,10843,8970,8485,1260
4428,10867,8975,8458,1263
4429,11031,9077,8537,1262
4430,10904,9024,8485,1255
4431,10921,9026,8520,1261
4432,10817,9010,8511,1249
4433,10961,8997,8555,1264
4434,10814,8964,8560,1282
4435,10876,9005,8552,1278
4436,10917,8963,8506,1271
4437,10768,8964,8496,1256
4438,11015,8979,8491,1270
4439,10874,8941,8473,1277
4440,10866,8995,8457,1282
4441,10932,9019,8432,1266
4442,11072,9064,8447,1257
4443,11095,9073,8492,1270
4444,10868,9021,8432,1291
4445,10835,9003,8435,1304
4446,10838,9015,8453,1291
4447,10855,9016,8491,1273
4448,10950,9036,8469,1275
4449,11032,9045,8551,1285
4450,10947,9005,8547,1270
4451,10774,9024,8522,1271
4452,10819,8997,8526,1253
4453,10936,8972,8517,1272
4454,10951,9002,8534,1249
4455,10960,9023,8629,1242
4456,10961,8950,8632,1239
4457,10845,8972,8649,1237
4458,10854,8977,8673,1245
4459,10980,8966,8609,1256
4460,10855,8982,8639,1253
4461,10991,8989,8677,1238
4462,10911,8988,8646,1232
4463,10951,8995,8619,1254
4464,10951,9011,8618,1260
4465,10924,8959,8580,1248
4466,10924,8988,8568,1245
4467,10855,8969,8602,1230
4468,11008,8906,8616,1227
4469,10980,8935,8604,1232
4470,10849,8944,8626,1217
4471,10739,8897,8577,1219
4472,10764,8951,8597,1236
4473,10945,8992,8631,1230
4474,11055,9036,8725,1252
4475,11089,9028,8702,1243
4476,10958,9023,8713,1243
4477,10801,9032,8703,1236
4478,10948,9052,8720,1222
4479,10840,9063,8699,1226
4480,11010,9083,8677,1234
4481,10769,9022,8655,1241
4482,10897,9023,8642,1246
4483,10933,8996,8615,1259
4484,10967,9031,8587,1243
4485,10984,8977,8571,1248
4486,10853,8943,8512,1240
4487,11013,9007,8547,1257
4488,10838,9006,8524,1237
4489,10941,9021,8552,1241
4490,10950,9037,8507,1241
4491,11098,9033,8533,1252
4492,10984,9031,8552,1264
4493,11029,8983,8559,1265
4494,11058,8983,8601,1268
4495,10774,8949,8590,1252
4496,10896,8966,8597,1257
4497,10965,8999,8625,1263
4498,11041,9004,8644,1270
4499,10931,9014,8611,1268
4500,10996,9051,8637,1262
4501,11071,9060,8676,1246
4502,11003,9081,8725,1239
4503,11029,9039,8757,1249
4504,10793,9007,8757,1249
4505,11027,8999,8783,1270
4506,11040,9002,8806,1262
4507,10966,8978,8773,1273
4508,11114,8989,8750,1285
4509,11006,8954,8674,1285
4510,10881,8942,8630,1285
4511,11010,8942,8624,1289
4512,10929,8959,8615,1282
4513,11046,8996,8619,1296
4514,10884,9008,8588,1285
4515,11006,8985,8643,1279
4516,10893,8954,8616,1290
4517,11036,8918,8643,1299
4518,10941,8931,8629,1284
4519,10826,8959,8611,1269
4520,11040,8991,8703,1264
4521,10939,8968,8742,1272
4522,10897,8970,8695,1265
4523,11054,9014,8743,1267
4524,11085,9050,8766,1254
4525,10961,9094,8803,1248
4526,10966,9092,8829,1257
4527,10903,9039,8799,1252
4528,10972,9075,8810,1265
4529,11029,9074,8853,1260
4530,10848,9028,8792,1243
4531,10956,9015,8729,1245
4532,11016,9083,8754,1245
4533,11022,9058,8741,1249
4534,10991,9091,8792,1245
4535,11108,9076,8754,1244
4536,10940,9092,8742,1242
4537,10994,9090,8794,1247
4538,10960,9098,8811,1243
4539,10920,9070,8790,1247
4540,11005,9118,8786,1233
4541,10856,9087,8700,1228
4542,11093,9154,8761,1208
4543,10955,9160,8746,1211
4544,11004,9104,8736,1239
4545,10940,9066,8702,1229
4546,11111,9082,8778,1235
4547,11012,9059,8787,1237
4548,10976,9007,8823,1230
4549,10937,9005,8796,1232
4550,11031,9055,8740,1241
4551,10995,9018,8784,1253
4552,10947,8994,8777,1243
4553,10984,9043,8796,1250
4554,10911,8999,8790,1251
4555,10963,8991,8813,1250
4556,11003,9003,8798,1249
4557,11047,9058,8798,1242
4558,10976,9059,8830,1239
4559,11016,9042,8784,1238
4560,11036,9018,8799,1252
4561,11064,9018,8735,1256
4562,11008,8980,8749,1267
4563,11135,9014,8744,1275
4564,10947,8951,8681,1275
4565,11105,8963,8718,1283
4566,10832,8943,8631,1261
4567,10993,9020,8675,1273
4568,10957,8994,8631,1270
4569,10959,8993,8601,1258
4570,11046,8966,8600,1258
4571,10848,8910,8547,1259
4572,11005,8891,8552,1278
4573,10939,8895,8595,1267
4574,11033,8918,8593,1280
4575,11115,8895,8616,1272
4576,11156,8910,8643,1257
4577,11116,8963,8733,1233
4578,10925,8945,8721,1252
4579,11008,8911,8653,1245
4580,11014,8963,8682,1252
4581,11006,9016,8590,1250
4582,10866,9004,8571,1240
4583,11081,9040,8653,1242
4584,10894,8986,8612,1253
4585,11165,9022,8629,1269
4586,10993,8974,8658,1269
4587,10961,8988,8628,1267
4588,11007,9021,8620,1275
4589,11058,9010,8611,1278
4590,11047,9011,8620,1253
4591,11104,8976,8591,1258
4592,11027,8999,8598,1262
4593,11046,9009,8592,1260
4594,11025,9014,8615,1284
4595,10902,8951,8621,1288
4596,10996,9002,8624,1280
4597,10873,8993,8606,1281
4598,11048,8990,8604,1261
4599,11075,9004,8625,1252
4600,10972,9047,8610,1268
4601,10978,9048,8612,1269
4602,11044,9053,8660,1277
4603,10968,9052,8669,1280
4604,10982,9055,8649,1262
4605,11031,9057,8661,1276
4606,11136,9046,8694,1284
4607,11155,9026,8667,1294
4608,11129,9042,8637,1282
4609,11042,9061,8683,1284
4610,11029,9051,8647,1287
4611,11032,9072,8709,1275
4612,10907,9066,8663,1282
4613,11023,9096,8690,1274
4614,11014,9112,8728,1265
4615,11035,9080,8685,1276
4616,10965,9037,8633,1295
4617,10950,9082,8594,1267
4618,11059,9108,8600,1268
4619,10891,9022,8578,1254
4620,10936,9031,8610,1261
4621,11102,9080,8647,1293
4622,10997,9048,8633,1289
4623,11071,9089,8614,1307
4624,10996,9063,8615,1290
4625,10953,9068,8648,1293
4626,11163,9103,8680,1293
4627,10919,9076,8642,1267
4628,11112,9051,8658,1268
4629,11067,9091,8642,1271
4630,10906,8998,8642,1256
4631,10892,8971,8698,1262
4632,11158,9007,8699,1283
4633,11133,8985,8794,1281
4634,11087,8960,8768,1285
4635,11024,9014,8777,1294
4636,10903,9020,8720,1270
4637,10964,8983,8733,1267
4638,11029,8992,8657,1275
4639,11104,8957,8662,1254
4640,11035,8982,8672,1253
4641,11165,9019,8655,1249
4642,11120,9009,8659,1240
4643,11092,9033,8640,1245
4644,11130,9022,8692,1238
4645,11111,9057,8696,1248
4646,10948,9087,8720,1263
4647,11168,9129,8744,1273
4648,11074,9123,8798,1278
4649,11042,9117,8842,1284
4650,11151,9133,8821,1295
4651,10952,9128,8769,1292
4652,10979,9166,8771,1295
4653,11131,9129,8772,1296
4654,11092,9067,8756,1285
4655,11116,9062,8773,1274
4656,11063,9101,8730,1283
4657,11038,9055,8715,1279
4658,11026,9058,8690,1288
4659,11020,9060,8690,1295
4660,11043,9121,8745,1310
4661,11049,9078,8723,1307
4662,11023,9076,8677,1305
4663,11121,9140,8680,1319
4664,11037,9108,8682,1324
4665,11065,9128,8729,1321
4666,11000,9118,8731,1311
4667,11026,9133,8763,1310
4668,11031,9083,8796,1297
4669,11138,9088,8812,1320
4670,11094,9086,8825,1317
4671,10992,9097,8799,1314
4672,11094,9127,8775,1315
4673,11027,9123,8790,1310
4674,11072,9101,8815,1305
4675,11137,9181,8820,1329
4676,11131,9169,8783,1324
4677,11206,9183,8822,1324
4678,10952,9153,8805,1331
4679,11117,9180,8810,1317
4680,11136,9151,8849,1332
4681,11016,9155,8853,1315
4682,11209,9167,8886,1312
4683,11047,9215,8803,1305
4684,11046,9198,8812,1299
4685,11067,9220,8848,1295
4686,11026,9215,8845,1301
4687,11081,9239,8833,1301
4688,10934,9218,8839,1286
4689,11057,9234,8878,1289
4690,10986,9213,8826,1281
4691,11207,9215,8814,1281
4692,11188,9251,8878,1304
4693,11121,9209,8936,1296
4694,11035,9231,8870,1295
4695,11012,9193,8869,1295
4696,11070,9241,8831,1290
4697,11114,9297,8890,1294
4698,11085,9236,8801,1291
4699,11025,9208,8846,1304
4700,11027,9173,8835,1307
4701,11128,9178,8870,1317
4702,10925,9180,8818,1302
4703,10985,9221,8819,1287
4704,11038,9231,8887,1299
4705,11169,9269,8901,1310
4706,11026,9271,8885,1313
4707,11120,9272,8908,1320
4708,10899,9217,8877,1320
4709,11181,9246,8920,1324
4710,10999,9159,8890,1313
4711,10992,9085,8881,1307
4712,11128,9121,8899,1305
4713,11022,9060,8886,1310
4714,11183,9062,8843,1316
4715,11067,9082,8845,1337
4716,11064,9104,8810,1311
4717,11228,9131,8817,1310
4718,11173,9138,8815,1323
4719,11113,9079,8749,1322
4720,11009,9123,8766,1318
4721,10994,9182,8723,1306
4722,10979,9180,8745,1300
4723,11021,9219,8723,1304
4724,11104,9244,8758,1308
4725,11059,9189,8744,1322
4726,11046,9207,8738,1327
4727,11243,9223,8753,1319
4728,11138,9183,8751,1326
4729,11177,9206,8759,1319
4730,11038,9204,8735,1314
4731,11162,9220,8762,1297
4732,10981,9218,8708,1299
4733,11090,9172,8701,1295
4734,11220,9127,8700,1299
4735,11151,9137,8708,1305
4736,11078,9113,8660,1304
4737,11222,9127,8685,1304
4738,11089,9108,8703,1306
4739,11166,9075,8712,1302
4740,11168,9044,8716,1304
4741,11003,9041,8707,1316
4742,11175,9058,8734,1307
4743,11079,9101,8734,1296
4744,11140,9083,8773,1303
4745,10996,9053,8691,1300
4746,11167,9114,8738,1273
4747,11082,9070,8679,1272
4748,11081,9109,8683,1273
4749,11140,9149,8743,1289
4750,11198,9185,8683,1317
4751,11026,9123,8693,1313
4752,11129,9137,8732,1324
4753,11262,9185,8716,1323
4754,11248,9152,8739,1303
4755,10912,9149,8705,1284
4756,11014,9099,8735,1288
4757,11042,9139,8723,1306
4758,11194,9190,8732,1311
4759,11296,9188,8769,1298
4760,11144,9187,8801,1291
4761,11131,9207,8816,1295
4762,11179,9205,8860,1311
4763,11243,9148,8832,1308
4764,11225,9184,8792,1286
4765,11142,9186,8790,1297
4766,11090,9147,8755,1292
4767,11073,9133,8750,1285
4768,11091,9172,8757,1295
4769,10991,9119,8676,1308
4770,11160,9110,8675,1290
4771,11061,9131,8676,1297
4772,11094,9144,8655,1296
4773,11124,9206,8654,1290
4774,11047,9167,8648,1289
4775,11141,9174,8704,1306
4776,11231,9188,8727,1286
4777,11065,9195,8726,1269
4778,11174,9248,8742,1253
4779,11052,9199,8725,1235
4780,11145,9208,8723,1238
4781,11190,9206,8683,1250
4782,11045,9195,8700,1266
4783,11276,9253,8688,1284
4784,11144,9188,8724,1274
4785,11179,9208,8795,1271
4786,11107,9253,8789,1294
4787,11238,9298,8790,1285
4788,11016,9284,8789,1287
4789,11157,9212,8775,1279
4790,11082,9143,8786,1292
4791,11135,9140,8766,1291
4792,11151,9152,8762,1275
4793,11102,9118,8718,1271
4794,11123,9175,8830,1268
4795,11168,9180,8867,1273
4796,11109,9142,8834,1262
4797,11162,9180,8756,1277
4798,11173,9141,8756,1262
4799,11118,9110,8706,1258
4800,11126,9117,8742,1272
4801,11122,9150,8724,1276
4802,10978,9134,8708,1278
4803,11108,9215,8755,1280
4804,11122,9231,8759,1291
4805,11108,9298,8776,1294
4806,11169,9323,8801,1300
4807,11086,9259,8798,1297
4808,11054,9211,8782,1305
4809,11012,9251,8847,1294
4810,11123,9242,8865,1277
4811,11148,9227,8867,1287
4812,11109,9191,8866,1254
4813,10919,9120,8804,1252
4814,11114,9191,8916,1272
4815,11042,9169,8869,1269
4816,11116,9263,8869,1268
4817,11146,9229,8911,1274
4818,11256,9203,8916,1291
4819,11086,9191,8941,1310
4820,11141,9192,8955,1312
4821,11125,9194,8986,1304
4822,11071,9218,8956,1304
4823,11255,9225,8979,1306
4824,11228,9283,8984,1312
4825,11149,9330,8898,1297
4826,11228,9355,8874,1289
4827,11263,9331,8890,1299
4828,11082,9298,8854,1287
4829,11206,9329,8809,1282
4830,11040,9283,8823,1275
4831,11141,9263,8860,1270
4832,11082,9226,8838,1260
4833,11088,9159,8882,1257
4834,11219,9220,8880,1246
4835,10991,9194,8879,1256
4836,11122,9248,8901,1278
4837,11069,9236,8822,1281
4838,11033,9199,8846,1293
4839,11180,9187,8884,1292
4840,11109,9174,8862,1296
4841,11083,9202,8819,1283
4842,11222,9274,8817,1303
4843,11020,9234,8842,1312
4844,11128,9228,8837,1317
4845,11181,9220,8832,1303
4846,11012,9170,8767,1311
4847,11194,9160,8860,1311
4848,11148,9173,8823,1311
4849,11201,9209,8819,1315
4850,11163,9208,8798,1307
4851,11236,9199,8770,1304
4852,11257,9251,8836,1295
4853,11238,9204,8842,1299
4854,11140,9148,8848,1295
4855,11161,9130,8860,1295
4856,11327,9135,8842,1299
4857,11084,9128,8899,1294
4858,11076,9124,8872,1308
4859,11155,9150,8883,1295
4860,11162,9169,8915,1305
4861,11210,9230,8924,1306
4862,11150,9236,8877,1295
4863,11214,9247,8890,1295
4864,11184,9221,8942,1295
4865,11181,9241,8925,1292
4866,11106,9244,8869,1282
4867,11145,9221,8887,1291
4868,11258,9291,8917,1304
4869,11104,9243,8937,1301
4870,11174,9251,8966,1305
4871,11080,9161,8879,1307
4872,11119,9199,8869,1297
4873,11153,9205,8880,1296
4874,11231,9269,8886,1307
4875,11218,9242,8866,1316
4876,11230,9260,8929,1323
4877,11103,9249,8866,1317
4878,11102,9210,8834,1303
4879,11147,9247,8933,1310
4880,11115,9248,8949,1312
4881,11159,9248,8908,1309
4882,11148,9260,8938,1313
4883,11168,9199,8987,1303
4884,11348,9228,9027,1291
4885,11190,9176,8929,1290
4886,11128,9136,8905,1295
4887,11194,9155,8907,1286
4888,11112,9144,8949,1297
4889,11096,9172,8919,1299
4890,11239,9150,8976,1298
4891,11234,9173,8936,1302
4892,11149,9162,8969,1314
4893,11291,9208,9030,1328
4894,11302,9241,9083,1334
4895,11249,9234,9031,1338
4896,11187,9292,8996,1327
4897,11149,9316,8979,1338
4898,11208,9303,8996,1340
4899,11072,9247,8976,1326
4900,11169,9278,9065,1329
4901,11229,9278,9068,1315
4902,11022,9239,9028,1298
4903,11336,9266,9034,1306
4904,11153,9273,9101,1306
4905,11201,9313,9027,1292
4906,11290,9321,9110,1290
4907,11199,9371,9091,1290
4908,11237,9339,9068,1312
4909,11163,9294,9005,1313
4910,11128,9215,9020,1304
4911,11200,9276,9085,1287
4912,11161,9325,9123,1284
4913,11121,9338,9109,1281
4914,11085,9270,9115,1274
4915,11177,9338,9168,1288
4916,11183,9364,9210,1288
4917,11271,9299,9232,1284
4918,11311,9249,9137,1285
4919,11192,9288,9130,1297
4920,11171,9353,9152,1296
4921,11139,9365,9140,1290
4922,11253,9354,9138,1286
4923,11112,9343,9158,1293
4924,11044,9375,9196,1292
4925,11215,9365,9233,1293
4926,11304,9379,9192,1275
4927,11269,9360,9225,1282
4928,11040,9357,9092,1276
4929,11110,9361,9093,1284
4930,11163,9365,9110,1285
4931,11195,9344,9108,1289
4932,11180,9326,9094,1294
4933,11372,9343,9104,1305
4934,11244,9313,9128,1297
4935,11221,9291,9153,1295
4936,11296,9313,9193,1298
4937,11219,9340,9211,1288
4938,11301,9367,9208,1289
4939,11275,9340,9206,1286
4940,11262,9363,9179,1280
4941,11159,9326,9225,1288
4942,11201,9319,9197,1299
4943,11165,9314,9092,1279
4944,11210,9334,9112,1297
4945,11150,9336,9160,1312
4946,11207,9348,9203,1313
4947,11391,9371,9287,1304
4948,11144,9438,9250,1288
4949,11254,9381,9160,1307
4950,11247,9324,9069,1312
4951,11375,9396,9111,1314
4952,11171,9321,9064,1300
4953,11327,9351,9086,1292
4954,11209,9358,9082,1292
4955,11211,9348,9043,1277
4956,11141,9310,9042,1274
4957,11166,9333,9070,1270
4958,11217,9292,9054,1289
4959,11140,9249,9092,1282
4960,11156,9234,9099,1281
4961,11319,9232,9096,1282
4962,11100,9265,9072,1302
4963,11071,9254,9084,1304
4964,11281,9350,9141,1310
4965,11144,9358,9088,1321
4966,11238,9336,9125,1304
4967,11251,9339,9086,1304
4968,11273,9358,9082,1307
4969,11253,9366,9057,1314
4970,11337,9346,9061,1308
4971,11292,9315,9086,1322
4972,11286,9331,9054,1303
4973,11174,9258,9031,1286
4974,11204,9309,8974,1305
4975,11264,9237,9017,1295
4976,11053,9221,9009,1287
4977,11319,9203,9003,1302
4978,11216,9201,8988,1289
4979,11053,9196,8953,1285
4980,11219,9231,8962,1281
4981,11214,9236,8968,1290
4982,11301,9253,8994,1286
4983,11196,9266,8957,1276
4984,11343,9304,9015,1263
4985,11165,9278,8985,1282
4986,11227,9290,9034,1285
4987,11183,9314,9065,1298
4988,11241,9346,9039,1300
4989,11140,9301,9017,1281
4990,11188,9328,8976,1269
4991,11096,9334,8985,1265
4992,11229,9337,8970,1267
4993,11230,9373,8964,1263
4994,11189,9374,8974,1269
4995,11198,9348,9007,1263
4996,11269,9338,9029,1268
4997,11354,9326,9084,1288
4998,11297,9284,9077,1297
4999,11149,9276,9053,1313
5000,11227,9270,9029,1306
5001,11253,9269,9095,1288
5002,11284,9235,9153,1299
5003,11225,9263,9134,1294
5004,11367,9326,9227,1298
5005,11205,9296,9230,1309
5006,11363,9351,9154,1313
5007,11115,9301,9148,1310
5008,11144,9308,9149,1305
5009,11258,9324,9134,1288
5010,11294,9316,9143,1276
5011,11141,9294,9148,1287
5012,11139,9309,9156,1276
5013,11223,9255,9118,1279
5014,11270,9256,9154,1288
5015,11140,9234,9088,1284
5016,11316,9253,9107,1295
5017,11433,9289,9100,1284
5018,11362,9337,9079,1297
5019,11185,9297,9011,1296
5020,11223,9294,9093,1291
5021,11185,9295,9046,1300
5022,11331,9330,9072,1306
5023,11288,9379,9118,1310
5024,11112,9322,9070,1292
5025,11385,9323,9099,1301
5026,11307,9301,9062,1309
5027,11294,9268,8962,1308
5028,11250,9306,8912,1315
5029,11356,9258,8995,1325
5030,11224,9252,8991,1303
5031,11061,9223,8948,1293
5032,11287,9177,8938,1311
5033,11077,9205,8905,1301
5034,11207,9243,8930,1315
5035,11272,9246,8963,1306
5036,11242,9271,9002,1314
5037,11352,9310,8975,1316
5038,11181,9288,9019,1327
5039,11201,9322,8987,1346
5040,11156,9286,8945,1348
5041,11150,9229,8998,1350
5042,11211,9233,9017,1349
5043,11265,9230,9044,1338
5044,11233,9257,9029,1335
5045,11302,9206,8970,1328
5046,11336,9207,8941,1341
5047,11295,9256,8985,1344
5048,11218,9196,8972,1348
5049,11300,9190,9005,1339
5050,11261,9260,9040,1342
5051,11243,9222,8990,1354
5052,11324,9186,9065,1356
5053,11327,9225,9090,1372
5054,11220,9231,9014,1362
5055,11135,9298,8965,1358
5056,11254,9337,8936,1363
5057,11310,9304,8945,1346
5058,11303,9335,8996,1355
5059,11246,9370,9005,1329
5060,11405,9348,8966,1320
5061,11247,9283,8966,1337
5062,11152,9286,8982,1347
5063,11394,9293,8980,1363
5064,11244,9269,8933,1356
5065,11326,9310,8886,1352
5066,11341,9312,8912,1345
5067,11152,9288,8882,1335
5068,11396,9316,8915,1364
5069,11219,9281,8938,1347
5070,11278,9252,8920,1344
5071,11226,9280,8906,1345
5072,11403,9336,8957,1344
5073,11417,9343,8974,1346
5074,11216,9275,9018,1321
5075,11335,9278,9043,1320
5076,11294,9258,9063,1327
5077,11306,9309,9108,1325
5078,11410,9337,9096,1325
5079,11279,9301,9116,1328
5080,11312,9320,9166,1318
5081,11287,9338,9080,1317
5082,11356,9314,9041,1318
5083,11220,9290,9087,1316
5084,11142,9276,9126,1304
5085,11244,9337,9096,1325
5086,11244,9325,9087,1326
5087,11206,9350,9125,1335
5088,11377,9326,9122,1323
5089,11299,9288,9124,1328
5090,11301,9340,9063,1342
5091,11243,9344,9082,1340
5092,11392,9294,9125,1335
5093,11361,9250,9185,1344
5094,11231,9308,9183,1344
5095,11246,9283,9130,1325
5096,11190,9263,9108,1304
5097,11367,9253,9082,1316
5098,11170,9234,9066,1329
5099,11147,9221,9036,1324
5100,11220,9217,9024,1310
5101,11311,9293,9024,1320
5102,11201,9256,9051,1337
5103,11274,9276,9058,1326
5104,11322,9235,9079,1314
5105,11379,9235,9121,1331
5106,11338,9268,9098,1337
5107,11307,9281,9094,1323
5108,11278,9276,9109,1323
5109,11393,9237,9094,1316
5110,11291,9227,9091,1298
5111,11340,9246,9096,1314
5112,11249,9257,9045,1291
5113,11347,9235,9076,1282
5114,11409,9233,9034,1293
5115,11304,9294,9030,1289
5116,11261,9267,9003,1298
5117,11465,9253,9050,1303
5118,11365,9229,9017,1303
5119,11267,9209,8967,1307
5120,11360,9144,9014,1307
5121,11262,9119,8993,1299
5122,11397,9159,8965,1325
5123,11283,9132,8922,1318
5124,11217,9123,8953,1311
5125,11318,9204,8954,1321
5126,11420,9220,8951,1307
5127,11421,9214,8968,1333
5128,11246,9241,8960,1332
5129,11271,9222,8960,1318
5130,11153,9204,8884,1310
5131,11364,9276,8896,1307
5132,11297,9320,8988,1311
5133,11307,9321,8988,1297
5134,11317,9347,8925,1292
5135,11365,9312,8972,1298
5136,11390,9289,8979,1290
5137,11254,9244,8877,1278
5138,11324,9247,8933,1307
5139,11408,9277,8912,1317
5140,11463,9267,8935,1323
5141,11368,9222,8938,1320
5142,11313,9207,8956,1331
5143,11190,9217,8850,1345
5144,11332,9278,8873,1336
5145,11388,9298,8887,1323
5146,11322,9285,8898,1316
5147,11392,9267,8875,1328
5148,11205,9341,8919,1316
5149,11381,9390,8927,1313
5150,11368,9387,8921,1323
5151,11426,9417,8945,1318
5152,11207,9355,8912,1319
5153,11417,9357,8923,1309
5154,11366,9353,8891,1313
5155,11360,9373,8916,1326
5156,11358,9301,8898,1319
5157,11402,9323,8869,1324
5158,11305,9293,8901,1323
5159,11337,9295,8949,1327
5160,11231,9248,8959,1314
5161,11256,9238,8937,1304
5162,11466,9258,8958,1301
5163,11256,9282,8945,1302
5164,11401,9302,8918,1323
5165,11338,9276,8955,1303
5166,11239,9278,8914,1299
5167,11463,9297,8925,1311
5168,11432,9319,8938,1305
5169,11315,9359,8986,1314
5170,11303,9358,8925,1303
5171,11251,9305,8937,1321
5172,11317,9250,8979,1331
5173,11395,9285,8981,1319
5174,11382,9306,8964,1311
5175,11324,9306,8962,1306
5176,11353,9294,8950,1303
5177,11216,9285,8941,1317
5178,11452,9308,8957,1331
5179,11364,9322,8949,1332
5180,11372,9313,8964,1339
5181,11417,9340,9019,1334
5182,11348,9386,9023,1347
5183,11242,9272,8981,1353
5184,11363,9254,9002,1344
5185,11342,9279,8973,1349
5186,11325,9280,8999,1342
5187,11463,9295,8986,1340
5188,11210,9283,8959,1351
5189,11273,9269,8957,1352
5190,11369,9250,8968,1368
5191,11418,9276,9020,1378
5192,11413,9271,9007,1374
5193,11373,9317,9021,1372
5194,11308,9312,8965,1359
5195,11317,9330,8988,1367
5196,11403,9343,9022,1383
5197,11372,9372,9013,1388
5198,11429,9404,9013,1383
5199,11409,9388,9004,1353
5200,11360,9386,9051,1354
5201,11401,9345,9024,1339
5202,11390,9367,8988,1339
5203,11284,9357,8968,1335
5204,11437,9391,8979,1346
5205,11368,9383,8968,1333
5206,11387,9366,8980,1338
5207,11365,9312,8915,1339
5208,11317,9342,8895,1339
5209,11463,9353,8956,1351
5210,11378,9337,8999,1347
5211,11323,9345,8932,1342
5212,11343,9353,8906,1345
